contest_type,contest_id,problem_index,,point,url,task_screen_name
AtCoder Beginner Contest,ABC162,A,,100,https://atcoder.jp/contests/abc162/tasks/abc162_a,abc162_a
AtCoder Beginner Contest,ABC161,A,,100,https://atcoder.jp/contests/abc161/tasks/abc161_a,abc161_a
AtCoder Beginner Contest,ABC160,A,,100,https://atcoder.jp/contests/abc160/tasks/abc160_a,abc160_a
AtCoder Beginner Contest,ABC159,A,,100,https://atcoder.jp/contests/abc159/tasks/abc159_a,abc159_a
AtCoder Beginner Contest,ABC158,A,,100,https://atcoder.jp/contests/abc158/tasks/abc158_a,abc158_a
AtCoder Beginner Contest,ABC157,A,,100,https://atcoder.jp/contests/abc157/tasks/abc157_a,abc157_a
AtCoder Beginner Contest,ABC156,A,,100,https://atcoder.jp/contests/abc156/tasks/abc156_a,abc156_a
AtCoder Beginner Contest,ABC155,A,,100,https://atcoder.jp/contests/abc155/tasks/abc155_a,abc155_a
AtCoder Beginner Contest,ABC154,A,,100,https://atcoder.jp/contests/abc154/tasks/abc154_a,abc154_a
AtCoder Beginner Contest,ABC153,A,,100,https://atcoder.jp/contests/abc153/tasks/abc153_a,abc153_a
AtCoder Beginner Contest,ABC152,A,,100,https://atcoder.jp/contests/abc152/tasks/abc152_a,abc152_a
AtCoder Beginner Contest,ABC151,A,,100,https://atcoder.jp/contests/abc151/tasks/abc151_a,abc151_a
AtCoder Beginner Contest,ABC150,A,,100,https://atcoder.jp/contests/abc150/tasks/abc150_a,abc150_a
AtCoder Beginner Contest,ABC149,A,,100,https://atcoder.jp/contests/abc149/tasks/abc149_a,abc149_a
AtCoder Beginner Contest,ABC148,A,,100,https://atcoder.jp/contests/abc148/tasks/abc148_a,abc148_a
AtCoder Beginner Contest,ABC147,A,,100,https://atcoder.jp/contests/abc147/tasks/abc147_a,abc147_a
AtCoder Beginner Contest,ABC146,A,,100,https://atcoder.jp/contests/abc146/tasks/abc146_a,abc146_a
AtCoder Beginner Contest,ABC145,A,,100,https://atcoder.jp/contests/abc145/tasks/abc145_a,abc145_a
AtCoder Beginner Contest,ABC144,A,,100,https://atcoder.jp/contests/abc144/tasks/abc144_a,abc144_a
AtCoder Beginner Contest,ABC143,A,,100,https://atcoder.jp/contests/abc143/tasks/abc143_a,abc143_a
AtCoder Beginner Contest,ABC142,A,,100,https://atcoder.jp/contests/abc142/tasks/abc142_a,abc142_a
AtCoder Beginner Contest,ABC141,A,,100,https://atcoder.jp/contests/abc141/tasks/abc141_a,abc141_a
AtCoder Beginner Contest,ABC140,A,,100,https://atcoder.jp/contests/abc140/tasks/abc140_a,abc140_a
AtCoder Beginner Contest,ABC139,A,,100,https://atcoder.jp/contests/abc139/tasks/abc139_a,abc139_a
AtCoder Beginner Contest,ABC138,A,,100,https://atcoder.jp/contests/abc138/tasks/abc138_a,abc138_a
AtCoder Beginner Contest,ABC137,A,,100,https://atcoder.jp/contests/abc137/tasks/abc137_a,abc137_a
AtCoder Beginner Contest,ABC136,A,,100,https://atcoder.jp/contests/abc136/tasks/abc136_a,abc136_a
AtCoder Beginner Contest,ABC135,A,,100,https://atcoder.jp/contests/abc135/tasks/abc135_a,abc135_a
AtCoder Beginner Contest,ABC134,A,,100,https://atcoder.jp/contests/abc134/tasks/abc134_a,abc134_a
AtCoder Beginner Contest,ABC133,A,,100,https://atcoder.jp/contests/abc133/tasks/abc133_a,abc133_a
AtCoder Beginner Contest,ABC132,A,,100,https://atcoder.jp/contests/abc132/tasks/abc132_a,abc132_a
AtCoder Beginner Contest,ABC131,A,,100,https://atcoder.jp/contests/abc131/tasks/abc131_a,abc131_a
AtCoder Beginner Contest,ABC130,A,,100,https://atcoder.jp/contests/abc130/tasks/abc130_a,abc130_a
AtCoder Beginner Contest,ABC129,A,,100,https://atcoder.jp/contests/abc129/tasks/abc129_a,abc129_a
AtCoder Beginner Contest,ABC128,A,,100,https://atcoder.jp/contests/abc128/tasks/abc128_a,abc128_a
AtCoder Beginner Contest,ABC127,A,,100,https://atcoder.jp/contests/abc127/tasks/abc127_a,abc127_a
AtCoder Beginner Contest,ABC126,A,,100,https://atcoder.jp/contests/abc126/tasks/abc126_a,abc126_a
AtCoder Beginner Contest,ABC125,A,,100,https://atcoder.jp/contests/abc125/tasks/abc125_a,abc125_a
AtCoder Beginner Contest,ABC124,A,,100,https://atcoder.jp/contests/abc124/tasks/abc124_a,abc124_a
AtCoder Beginner Contest,ABC123,A,,100,https://atcoder.jp/contests/abc123/tasks/abc123_a,abc123_a
AtCoder Beginner Contest,ABC122,A,,100,https://atcoder.jp/contests/abc122/tasks/abc122_a,abc122_a
AtCoder Beginner Contest,ABC121,A,,100,https://atcoder.jp/contests/abc121/tasks/abc121_a,abc121_a
AtCoder Beginner Contest,ABC120,A,,100,https://atcoder.jp/contests/abc120/tasks/abc120_a,abc120_a
AtCoder Beginner Contest,ABC119,A,,100,https://atcoder.jp/contests/abc119/tasks/abc119_a,abc119_a
AtCoder Beginner Contest,ABC118,A,,100,https://atcoder.jp/contests/abc118/tasks/abc118_a,abc118_a
AtCoder Beginner Contest,ABC117,A,,100,https://atcoder.jp/contests/abc117/tasks/abc117_a,abc117_a
AtCoder Beginner Contest,ABC116,A,,100,https://atcoder.jp/contests/abc116/tasks/abc116_a,abc116_a
AtCoder Beginner Contest,ABC115,A,,100,https://atcoder.jp/contests/abc115/tasks/abc115_a,abc115_a
AtCoder Beginner Contest,ABC114,A,,100,https://atcoder.jp/contests/abc114/tasks/abc114_a,abc114_a
AtCoder Beginner Contest,ABC113,A,,100,https://atcoder.jp/contests/abc113/tasks/abc113_a,abc113_a
AtCoder Beginner Contest,ABC112,A,,100,https://atcoder.jp/contests/abc112/tasks/abc112_a,abc112_a
AtCoder Beginner Contest,ABC111,A,,100,https://atcoder.jp/contests/abc111/tasks/abc111_a,abc111_a
AtCoder Beginner Contest,ABC110,A,,100,https://atcoder.jp/contests/abc110/tasks/abc110_a,abc110_a
AtCoder Beginner Contest,ABC109,A,,100,https://atcoder.jp/contests/abc109/tasks/abc109_a,abc109_a
AtCoder Beginner Contest,ABC108,A,,100,https://atcoder.jp/contests/abc108/tasks/abc108_a,abc108_a
AtCoder Beginner Contest,ABC107,A,,100,https://atcoder.jp/contests/abc107/tasks/abc107_a,abc107_a
AtCoder Beginner Contest,ABC106,A,,100,https://atcoder.jp/contests/abc106/tasks/abc106_a,abc106_a
AtCoder Beginner Contest,ABC105,A,,100,https://atcoder.jp/contests/abc105/tasks/abc105_a,abc105_a
AtCoder Beginner Contest,ABC104,A,,100,https://atcoder.jp/contests/abc104/tasks/abc104_a,abc104_a
AtCoder Beginner Contest,ABC103,A,,100,https://atcoder.jp/contests/abc103/tasks/abc103_a,abc103_a
AtCoder Beginner Contest,ABC102,A,,100,https://atcoder.jp/contests/abc102/tasks/abc102_a,abc102_a
AtCoder Beginner Contest,ABC101,A,,100,https://atcoder.jp/contests/abc101/tasks/abc101_a,abc101_a
AtCoder Beginner Contest,ABC100,A,,100,https://atcoder.jp/contests/abc100/tasks/abc100_a,abc100_a
AtCoder Beginner Contest,ABC99,A,,100,https://atcoder.jp/contests/abc99/tasks/abc99_a,abc99_a
AtCoder Beginner Contest,ABC98,A,,100,https://atcoder.jp/contests/abc98/tasks/abc98_a,abc98_a
AtCoder Beginner Contest,ABC97,A,,100,https://atcoder.jp/contests/abc97/tasks/abc97_a,abc97_a
AtCoder Beginner Contest,ABC96,A,,100,https://atcoder.jp/contests/abc96/tasks/abc96_a,abc96_a
AtCoder Beginner Contest,ABC95,A,,100,https://atcoder.jp/contests/abc95/tasks/abc95_a,abc95_a
AtCoder Beginner Contest,ABC94,A,,100,https://atcoder.jp/contests/abc94/tasks/abc94_a,abc94_a
AtCoder Beginner Contest,ABC93,A,,100,https://atcoder.jp/contests/abc93/tasks/abc93_a,abc93_a
AtCoder Beginner Contest,ABC92,A,,100,https://atcoder.jp/contests/abc92/tasks/abc92_a,abc92_a
AtCoder Beginner Contest,ABC91,A,,100,https://atcoder.jp/contests/abc91/tasks/abc91_a,abc91_a
AtCoder Beginner Contest,ABC90,A,,100,https://atcoder.jp/contests/abc90/tasks/abc90_a,abc90_a
AtCoder Beginner Contest,ABC89,A,,100,https://atcoder.jp/contests/abc89/tasks/abc89_a,abc89_a
AtCoder Beginner Contest,ABC88,A,,100,https://atcoder.jp/contests/abc88/tasks/abc88_a,abc88_a
AtCoder Beginner Contest,ABC87,A,,100,https://atcoder.jp/contests/abc87/tasks/abc87_a,abc87_a
AtCoder Beginner Contest,ABC86,A,,100,https://atcoder.jp/contests/abc86/tasks/abc86_a,abc86_a
AtCoder Beginner Contest,ABC85,A,,100,https://atcoder.jp/contests/abc85/tasks/abc85_a,abc85_a
AtCoder Beginner Contest,ABC84,A,,100,https://atcoder.jp/contests/abc84/tasks/abc84_a,abc84_a
AtCoder Beginner Contest,ABC83,A,,100,https://atcoder.jp/contests/abc83/tasks/abc83_a,abc83_a
AtCoder Beginner Contest,ABC82,A,,100,https://atcoder.jp/contests/abc82/tasks/abc82_a,abc82_a
AtCoder Beginner Contest,ABC81,A,,100,https://atcoder.jp/contests/abc81/tasks/abc81_a,abc81_a
AtCoder Beginner Contest,ABC80,A,,100,https://atcoder.jp/contests/abc80/tasks/abc80_a,abc80_a
AtCoder Beginner Contest,ABC79,A,,100,https://atcoder.jp/contests/abc79/tasks/abc79_a,abc79_a
AtCoder Beginner Contest,ABC78,A,,100,https://atcoder.jp/contests/abc78/tasks/abc78_a,abc78_a
AtCoder Beginner Contest,ABC77,A,,100,https://atcoder.jp/contests/abc77/tasks/abc77_a,abc77_a
AtCoder Beginner Contest,ABC76,A,,100,https://atcoder.jp/contests/abc76/tasks/abc76_a,abc76_a
AtCoder Beginner Contest,ABC75,A,,100,https://atcoder.jp/contests/abc75/tasks/abc75_a,abc75_a
AtCoder Beginner Contest,ABC74,A,,100,https://atcoder.jp/contests/abc74/tasks/abc74_a,abc74_a
AtCoder Beginner Contest,ABC73,A,,100,https://atcoder.jp/contests/abc73/tasks/abc73_a,abc73_a
AtCoder Beginner Contest,ABC72,A,,100,https://atcoder.jp/contests/abc72/tasks/abc72_a,abc72_a
AtCoder Beginner Contest,ABC71,A,,100,https://atcoder.jp/contests/abc71/tasks/abc71_a,abc71_a
AtCoder Beginner Contest,ABC70,A,,100,https://atcoder.jp/contests/abc70/tasks/abc70_a,abc70_a
AtCoder Beginner Contest,ABC69,A,,100,https://atcoder.jp/contests/abc69/tasks/abc69_a,abc69_a
AtCoder Beginner Contest,ABC68,A,,100,https://atcoder.jp/contests/abc68/tasks/abc68_a,abc68_a
AtCoder Beginner Contest,ABC67,A,,100,https://atcoder.jp/contests/abc67/tasks/abc67_a,abc67_a
AtCoder Beginner Contest,ABC66,A,,100,https://atcoder.jp/contests/abc66/tasks/abc66_a,abc66_a
AtCoder Beginner Contest,ABC65,A,,100,https://atcoder.jp/contests/abc65/tasks/abc65_a,abc65_a
AtCoder Beginner Contest,ABC64,A,,100,https://atcoder.jp/contests/abc64/tasks/abc64_a,abc64_a
AtCoder Beginner Contest,ABC63,A,,100,https://atcoder.jp/contests/abc63/tasks/abc63_a,abc63_a
AtCoder Beginner Contest,ABC62,A,,100,https://atcoder.jp/contests/abc62/tasks/abc62_a,abc62_a
AtCoder Beginner Contest,ABC61,A,,100,https://atcoder.jp/contests/abc61/tasks/abc61_a,abc61_a
AtCoder Beginner Contest,ABC60,A,,100,https://atcoder.jp/contests/abc60/tasks/abc60_a,abc60_a
AtCoder Beginner Contest,ABC59,A,,100,https://atcoder.jp/contests/abc59/tasks/abc59_a,abc59_a
AtCoder Beginner Contest,ABC58,A,,100,https://atcoder.jp/contests/abc58/tasks/abc58_a,abc58_a
AtCoder Beginner Contest,ABC57,A,,100,https://atcoder.jp/contests/abc57/tasks/abc57_a,abc57_a
AtCoder Beginner Contest,ABC56,A,,100,https://atcoder.jp/contests/abc56/tasks/abc56_a,abc56_a
AtCoder Beginner Contest,ABC55,A,,100,https://atcoder.jp/contests/abc55/tasks/abc55_a,abc55_a
AtCoder Beginner Contest,ABC54,A,,100,https://atcoder.jp/contests/abc54/tasks/abc54_a,abc54_a
AtCoder Beginner Contest,ABC53,A,,100,https://atcoder.jp/contests/abc53/tasks/abc53_a,abc53_a
AtCoder Beginner Contest,ABC52,A,,100,https://atcoder.jp/contests/abc52/tasks/abc52_a,abc52_a
AtCoder Beginner Contest,ABC51,A,,100,https://atcoder.jp/contests/abc51/tasks/abc51_a,abc51_a
AtCoder Beginner Contest,ABC50,A,,100,https://atcoder.jp/contests/abc50/tasks/abc50_a,abc50_a
AtCoder Beginner Contest,ABC49,A,,100,https://atcoder.jp/contests/abc49/tasks/abc49_a,abc49_a
AtCoder Beginner Contest,ABC48,A,,100,https://atcoder.jp/contests/abc48/tasks/abc48_a,abc48_a
AtCoder Beginner Contest,ABC47,A,,100,https://atcoder.jp/contests/abc47/tasks/abc47_a,abc47_a
AtCoder Beginner Contest,ABC46,A,,100,https://atcoder.jp/contests/abc46/tasks/abc46_a,abc46_a
AtCoder Beginner Contest,ABC45,A,,100,https://atcoder.jp/contests/abc45/tasks/abc45_a,abc45_a
AtCoder Beginner Contest,ABC44,A,,100,https://atcoder.jp/contests/abc44/tasks/abc44_a,abc44_a
AtCoder Beginner Contest,ABC43,A,,100,https://atcoder.jp/contests/abc43/tasks/abc43_a,abc43_a
AtCoder Beginner Contest,ABC42,A,,100,https://atcoder.jp/contests/abc42/tasks/abc42_a,abc42_a
AtCoder Beginner Contest,ABC41,A,,100,https://atcoder.jp/contests/abc41/tasks/abc41_a,abc41_a
AtCoder Beginner Contest,ABC40,A,,100,https://atcoder.jp/contests/abc40/tasks/abc40_a,abc40_a
AtCoder Beginner Contest,ABC39,A,,100,https://atcoder.jp/contests/abc39/tasks/abc39_a,abc39_a
AtCoder Beginner Contest,ABC38,A,,100,https://atcoder.jp/contests/abc38/tasks/abc38_a,abc38_a
AtCoder Beginner Contest,ABC37,A,,100,https://atcoder.jp/contests/abc37/tasks/abc37_a,abc37_a
AtCoder Beginner Contest,ABC36,A,,100,https://atcoder.jp/contests/abc36/tasks/abc36_a,abc36_a
AtCoder Beginner Contest,ABC35,A,,100,https://atcoder.jp/contests/abc35/tasks/abc35_a,abc35_a
AtCoder Beginner Contest,ABC34,A,,100,https://atcoder.jp/contests/abc34/tasks/abc34_a,abc34_a
AtCoder Beginner Contest,ABC33,A,,100,https://atcoder.jp/contests/abc33/tasks/abc33_a,abc33_a
AtCoder Beginner Contest,ABC32,A,,100,https://atcoder.jp/contests/abc32/tasks/abc32_a,abc32_a
AtCoder Beginner Contest,ABC31,A,,100,https://atcoder.jp/contests/abc31/tasks/abc31_a,abc31_a
AtCoder Beginner Contest,ABC30,A,,100,https://atcoder.jp/contests/abc30/tasks/abc30_a,abc30_a
AtCoder Beginner Contest,ABC29,A,,100,https://atcoder.jp/contests/abc29/tasks/abc29_a,abc29_a
AtCoder Beginner Contest,ABC28,A,,100,https://atcoder.jp/contests/abc28/tasks/abc28_a,abc28_a
AtCoder Beginner Contest,ABC27,A,,100,https://atcoder.jp/contests/abc27/tasks/abc27_a,abc27_a
AtCoder Beginner Contest,ABC26,A,,100,https://atcoder.jp/contests/abc26/tasks/abc26_a,abc26_a
AtCoder Beginner Contest,ABC25,A,,100,https://atcoder.jp/contests/abc25/tasks/abc25_a,abc25_a
AtCoder Beginner Contest,ABC24,A,,100,https://atcoder.jp/contests/abc24/tasks/abc24_a,abc24_a
AtCoder Beginner Contest,ABC23,A,,100,https://atcoder.jp/contests/abc23/tasks/abc23_a,abc23_a
AtCoder Beginner Contest,ABC22,A,,100,https://atcoder.jp/contests/abc22/tasks/abc22_a,abc22_a
AtCoder Beginner Contest,ABC21,A,,100,https://atcoder.jp/contests/abc21/tasks/abc21_a,abc21_a
AtCoder Beginner Contest,ABC20,A,,100,https://atcoder.jp/contests/abc20/tasks/abc20_a,abc20_a
AtCoder Beginner Contest,ABC19,A,,100,https://atcoder.jp/contests/abc19/tasks/abc19_a,abc19_a
AtCoder Beginner Contest,ABC18,A,,100,https://atcoder.jp/contests/abc18/tasks/abc18_a,abc18_a
AtCoder Beginner Contest,ABC17,A,,100,https://atcoder.jp/contests/abc17/tasks/abc17_a,abc17_a
AtCoder Beginner Contest,ABC16,A,,100,https://atcoder.jp/contests/abc16/tasks/abc16_a,abc16_a
AtCoder Beginner Contest,ABC15,A,,100,https://atcoder.jp/contests/abc15/tasks/abc15_a,abc15_a
AtCoder Beginner Contest,ABC14,A,,100,https://atcoder.jp/contests/abc14/tasks/abc14_a,abc14_a
AtCoder Beginner Contest,ABC13,A,,100,https://atcoder.jp/contests/abc13/tasks/abc13_a,abc13_a
AtCoder Beginner Contest,ABC12,A,,100,https://atcoder.jp/contests/abc12/tasks/abc12_a,abc12_a
AtCoder Beginner Contest,ABC11,A,,100,https://atcoder.jp/contests/abc11/tasks/abc11_a,abc11_a
AtCoder Beginner Contest,ABC10,A,,100,https://atcoder.jp/contests/abc10/tasks/abc10_a,abc10_a
AtCoder Beginner Contest,ABC9,A,,100,https://atcoder.jp/contests/abc9/tasks/abc9_a,abc9_a
AtCoder Beginner Contest,ABC8,A,,100,https://atcoder.jp/contests/abc8/tasks/abc8_a,abc8_a
AtCoder Beginner Contest,ABC7,A,,100,https://atcoder.jp/contests/abc7/tasks/abc7_a,abc7_a
AtCoder Beginner Contest,ABC6,A,,100,https://atcoder.jp/contests/abc6/tasks/abc6_a,abc6_a
AtCoder Beginner Contest,ABC5,A,,100,https://atcoder.jp/contests/abc5/tasks/abc5_a,abc5_a
AtCoder Beginner Contest,ABC4,A,,100,https://atcoder.jp/contests/abc4/tasks/abc4_a,abc4_a
AtCoder Beginner Contest,ABC3,A,,100,https://atcoder.jp/contests/abc3/tasks/abc3_a,abc3_a
AtCoder Beginner Contest,ABC2,A,,100,https://atcoder.jp/contests/abc2/tasks/abc2_a,abc2_a
AtCoder Beginner Contest,ABC1,A,,100,https://atcoder.jp/contests/abc1/tasks/abc1_a,abc1_a
AtCoder Beginner Contest,ABC411,B,,200,https://atcoder.jp/contests/abc411/tasks/abc411_b,abc411_b
AtCoder Beginner Contest,ABC410,B,,200,https://atcoder.jp/contests/abc410/tasks/abc410_b,abc410_b
AtCoder Beginner Contest,ABC409,B,,200,https://atcoder.jp/contests/abc409/tasks/abc409_b,abc409_b
AtCoder Beginner Contest,ABC408,B,,200,https://atcoder.jp/contests/abc408/tasks/abc408_b,abc408_b
AtCoder Beginner Contest,ABC407,B,,200,https://atcoder.jp/contests/abc407/tasks/abc407_b,abc407_b
AtCoder Beginner Contest,ABC406,B,,200,https://atcoder.jp/contests/abc406/tasks/abc406_b,abc406_b
AtCoder Beginner Contest,ABC405,B,,200,https://atcoder.jp/contests/abc405/tasks/abc405_b,abc405_b
AtCoder Beginner Contest,ABC404,B,,200,https://atcoder.jp/contests/abc404/tasks/abc404_b,abc404_b
AtCoder Beginner Contest,ABC403,B,,200,https://atcoder.jp/contests/abc403/tasks/abc403_b,abc403_b
AtCoder Beginner Contest,ABC402,B,,200,https://atcoder.jp/contests/abc402/tasks/abc402_b,abc402_b
AtCoder Beginner Contest,ABC401,B,,200,https://atcoder.jp/contests/abc401/tasks/abc401_b,abc401_b
AtCoder Beginner Contest,ABC400,B,,200,https://atcoder.jp/contests/abc400/tasks/abc400_b,abc400_b
AtCoder Beginner Contest,ABC399,B,,200,https://atcoder.jp/contests/abc399/tasks/abc399_b,abc399_b
AtCoder Beginner Contest,ABC398,B,,200,https://atcoder.jp/contests/abc398/tasks/abc398_b,abc398_b
AtCoder Beginner Contest,ABC397,B,,200,https://atcoder.jp/contests/abc397/tasks/abc397_b,abc397_b
AtCoder Beginner Contest,ABC396,B,,200,https://atcoder.jp/contests/abc396/tasks/abc396_b,abc396_b
AtCoder Beginner Contest,ABC395,B,,200,https://atcoder.jp/contests/abc395/tasks/abc395_b,abc395_b
AtCoder Beginner Contest,ABC394,B,,200,https://atcoder.jp/contests/abc394/tasks/abc394_b,abc394_b
AtCoder Beginner Contest,ABC393,B,,200,https://atcoder.jp/contests/abc393/tasks/abc393_b,abc393_b
AtCoder Beginner Contest,ABC392,B,,200,https://atcoder.jp/contests/abc392/tasks/abc392_b,abc392_b
AtCoder Beginner Contest,ABC391,B,,200,https://atcoder.jp/contests/abc391/tasks/abc391_b,abc391_b
AtCoder Beginner Contest,ABC390,B,,200,https://atcoder.jp/contests/abc390/tasks/abc390_b,abc390_b
AtCoder Beginner Contest,ABC389,B,,200,https://atcoder.jp/contests/abc389/tasks/abc389_b,abc389_b
AtCoder Beginner Contest,ABC388,B,,200,https://atcoder.jp/contests/abc388/tasks/abc388_b,abc388_b
AtCoder Beginner Contest,ABC387,B,,200,https://atcoder.jp/contests/abc387/tasks/abc387_b,abc387_b
AtCoder Beginner Contest,ABC386,B,,200,https://atcoder.jp/contests/abc386/tasks/abc386_b,abc386_b
AtCoder Beginner Contest,ABC385,B,,200,https://atcoder.jp/contests/abc385/tasks/abc385_b,abc385_b
AtCoder Beginner Contest,ABC384,B,,200,https://atcoder.jp/contests/abc384/tasks/abc384_b,abc384_b
AtCoder Beginner Contest,ABC383,B,,200,https://atcoder.jp/contests/abc383/tasks/abc383_b,abc383_b
AtCoder Beginner Contest,ABC382,B,,200,https://atcoder.jp/contests/abc382/tasks/abc382_b,abc382_b
AtCoder Beginner Contest,ABC381,B,,200,https://atcoder.jp/contests/abc381/tasks/abc381_b,abc381_b
AtCoder Beginner Contest,ABC380,B,,200,https://atcoder.jp/contests/abc380/tasks/abc380_b,abc380_b
AtCoder Beginner Contest,ABC379,B,,200,https://atcoder.jp/contests/abc379/tasks/abc379_b,abc379_b
AtCoder Beginner Contest,ABC378,B,,200,https://atcoder.jp/contests/abc378/tasks/abc378_b,abc378_b
AtCoder Beginner Contest,ABC377,B,,200,https://atcoder.jp/contests/abc377/tasks/abc377_b,abc377_b
AtCoder Beginner Contest,ABC376,B,,200,https://atcoder.jp/contests/abc376/tasks/abc376_b,abc376_b
AtCoder Beginner Contest,ABC375,B,,200,https://atcoder.jp/contests/abc375/tasks/abc375_b,abc375_b
AtCoder Beginner Contest,ABC374,B,,200,https://atcoder.jp/contests/abc374/tasks/abc374_b,abc374_b
AtCoder Beginner Contest,ABC373,B,,200,https://atcoder.jp/contests/abc373/tasks/abc373_b,abc373_b
AtCoder Beginner Contest,ABC372,B,,200,https://atcoder.jp/contests/abc372/tasks/abc372_b,abc372_b
AtCoder Beginner Contest,ABC371,B,,200,https://atcoder.jp/contests/abc371/tasks/abc371_b,abc371_b
AtCoder Beginner Contest,ABC370,B,,200,https://atcoder.jp/contests/abc370/tasks/abc370_b,abc370_b
AtCoder Beginner Contest,ABC369,B,,200,https://atcoder.jp/contests/abc369/tasks/abc369_b,abc369_b
AtCoder Beginner Contest,ABC368,B,,200,https://atcoder.jp/contests/abc368/tasks/abc368_b,abc368_b
AtCoder Beginner Contest,ABC367,B,,200,https://atcoder.jp/contests/abc367/tasks/abc367_b,abc367_b
AtCoder Beginner Contest,ABC366,B,,200,https://atcoder.jp/contests/abc366/tasks/abc366_b,abc366_b
AtCoder Beginner Contest,ABC365,B,,200,https://atcoder.jp/contests/abc365/tasks/abc365_b,abc365_b
AtCoder Beginner Contest,ABC364,B,,200,https://atcoder.jp/contests/abc364/tasks/abc364_b,abc364_b
AtCoder Beginner Contest,ABC363,B,,200,https://atcoder.jp/contests/abc363/tasks/abc363_b,abc363_b
AtCoder Beginner Contest,ABC362,B,,200,https://atcoder.jp/contests/abc362/tasks/abc362_b,abc362_b
AtCoder Beginner Contest,ABC361,B,,200,https://atcoder.jp/contests/abc361/tasks/abc361_b,abc361_b
AtCoder Beginner Contest,ABC360,B,,200,https://atcoder.jp/contests/abc360/tasks/abc360_b,abc360_b
AtCoder Beginner Contest,ABC359,B,,200,https://atcoder.jp/contests/abc359/tasks/abc359_b,abc359_b
AtCoder Beginner Contest,ABC358,B,,200,https://atcoder.jp/contests/abc358/tasks/abc358_b,abc358_b
AtCoder Beginner Contest,ABC357,B,,200,https://atcoder.jp/contests/abc357/tasks/abc357_b,abc357_b
AtCoder Beginner Contest,ABC356,B,,200,https://atcoder.jp/contests/abc356/tasks/abc356_b,abc356_b
AtCoder Beginner Contest,ABC355,B,,200,https://atcoder.jp/contests/abc355/tasks/abc355_b,abc355_b
AtCoder Beginner Contest,ABC354,B,,200,https://atcoder.jp/contests/abc354/tasks/abc354_b,abc354_b
AtCoder Beginner Contest,ABC353,B,,200,https://atcoder.jp/contests/abc353/tasks/abc353_b,abc353_b
AtCoder Beginner Contest,ABC352,B,,200,https://atcoder.jp/contests/abc352/tasks/abc352_b,abc352_b
AtCoder Beginner Contest,ABC351,B,,200,https://atcoder.jp/contests/abc351/tasks/abc351_b,abc351_b
AtCoder Beginner Contest,ABC350,B,,200,https://atcoder.jp/contests/abc350/tasks/abc350_b,abc350_b
AtCoder Beginner Contest,ABC349,B,,200,https://atcoder.jp/contests/abc349/tasks/abc349_b,abc349_b
AtCoder Beginner Contest,ABC348,B,,200,https://atcoder.jp/contests/abc348/tasks/abc348_b,abc348_b
AtCoder Beginner Contest,ABC347,B,,200,https://atcoder.jp/contests/abc347/tasks/abc347_b,abc347_b
AtCoder Beginner Contest,ABC346,B,,200,https://atcoder.jp/contests/abc346/tasks/abc346_b,abc346_b
AtCoder Beginner Contest,ABC345,B,,200,https://atcoder.jp/contests/abc345/tasks/abc345_b,abc345_b
AtCoder Beginner Contest,ABC344,B,,200,https://atcoder.jp/contests/abc344/tasks/abc344_b,abc344_b
AtCoder Beginner Contest,ABC343,B,,200,https://atcoder.jp/contests/abc343/tasks/abc343_b,abc343_b
AtCoder Beginner Contest,ABC342,B,,200,https://atcoder.jp/contests/abc342/tasks/abc342_b,abc342_b
AtCoder Beginner Contest,ABC341,B,,200,https://atcoder.jp/contests/abc341/tasks/abc341_b,abc341_b
AtCoder Beginner Contest,ABC340,B,,200,https://atcoder.jp/contests/abc340/tasks/abc340_b,abc340_b
AtCoder Beginner Contest,ABC339,B,,200,https://atcoder.jp/contests/abc339/tasks/abc339_b,abc339_b
AtCoder Beginner Contest,ABC338,B,,200,https://atcoder.jp/contests/abc338/tasks/abc338_b,abc338_b
AtCoder Beginner Contest,ABC337,B,,200,https://atcoder.jp/contests/abc337/tasks/abc337_b,abc337_b
AtCoder Beginner Contest,ABC336,B,,200,https://atcoder.jp/contests/abc336/tasks/abc336_b,abc336_b
AtCoder Beginner Contest,ABC335,B,,200,https://atcoder.jp/contests/abc335/tasks/abc335_b,abc335_b
AtCoder Beginner Contest,ABC334,B,,200,https://atcoder.jp/contests/abc334/tasks/abc334_b,abc334_b
AtCoder Beginner Contest,ABC333,B,,200,https://atcoder.jp/contests/abc333/tasks/abc333_b,abc333_b
AtCoder Beginner Contest,ABC332,B,,200,https://atcoder.jp/contests/abc332/tasks/abc332_b,abc332_b
AtCoder Beginner Contest,ABC331,B,,200,https://atcoder.jp/contests/abc331/tasks/abc331_b,abc331_b
AtCoder Beginner Contest,ABC330,B,,200,https://atcoder.jp/contests/abc330/tasks/abc330_b,abc330_b
AtCoder Beginner Contest,ABC329,B,,200,https://atcoder.jp/contests/abc329/tasks/abc329_b,abc329_b
AtCoder Beginner Contest,ABC328,B,,200,https://atcoder.jp/contests/abc328/tasks/abc328_b,abc328_b
AtCoder Beginner Contest,ABC327,B,,200,https://atcoder.jp/contests/abc327/tasks/abc327_b,abc327_b
AtCoder Beginner Contest,ABC326,B,,200,https://atcoder.jp/contests/abc326/tasks/abc326_b,abc326_b
AtCoder Beginner Contest,ABC325,B,,200,https://atcoder.jp/contests/abc325/tasks/abc325_b,abc325_b
